id,fen,solution,rating,theme
08kLq,rn5r/pp4k1/2p5/4qBp1/2P1p3/4P1P1/PP4KP/R2Q1R2 b - - 2 20,e5b2 f1f2 h8h2 g2h2 b2f2,1167,디플렉션
0cEUC,8/8/p2bkn1p/2p3p1/2PpN3/5KP1/PP5P/4B3 b - - 1 34,g5g4 f3e2 f6e4,1167,디플렉션
EFwiZ,7r/p2b1k2/1p1p3P/3P1PP1/2n1Pb2/8/P7/1R2K1R1 w - - 4 36,g5g6 f7g8 h6h7 h8h7 g6h7,1167,더블 체크
SVnmm,r2q2k1/pp2b1pp/2n5/3Npr2/3P4/1Q2B3/PP4PP/R5K1 w - - 0 19,d5e7 g8h8 e7f5,1167,더블 체크
00GY4,3k2r1/pR5R/3r4/4p3/7q/3Pn1PP/PP5K/8 w - - 0 28,b7b8,1167,메이트 1수
079EF,rnbqk2r/6pp/2p5/1pP1Pp2/1K1PpP2/1B6/P6P/R2Q2NR b kq - 0 18,d8a5,1167,메이트 1수
0C5lo,2r5/k1r5/p3p2p/2pqP1p1/1Q3pP1/7P/6PK/1R6 w - - 0 41,b4b6 a7a8 b6a6 c7a7 a6c8,1167,메이트 3수
0Ew8N,5r1k/ppR1Q1bp/3p2p1/q2N2p1/4P3/P5N1/5PPP/6K1 b - - 2 21,a5e1 g3f1 e1f2 g1h1 f2f1,1167,메이트 3수
0W3cR,8/2p1k3/p1nr1n1R/1pB1p3/4P3/P1PP1p2/BP1K4/8 b - - 3 27,f6e4 d2e3 e4c5,1167,핀
2CtUV,8/4q1kp/p1QrPpp1/1p6/2p5/8/P4PPP/4R1K1 w - - 4 32,c6d6 e7d6 e6e7 d6c6 e7e8q c6e8 e1e8,1167,희생
0Enqw,r1b1k1nr/pppp1ppp/8/4P1q1/3Q2P1/3B4/PPP2P1P/RN2K2R b KQkq - 0 10,g5c1 e1e2 c1h1,1167,스큐어
0UkMz,3r1rk1/pp3ppp/2b1p3/8/4Pb2/P1NBR3/1PQ3Pq/3R1K2 w - - 0 20,e3h3 h2h3 g2h3,1167,갇힌 기물
0RRhU,8/8/2R5/8/P2k3P/1P1p4/1K6/7r b - - 2 55,d3d2 c6d6 d4e3,1168,전진한 폰
0NDKS,7r/p4k1p/1p2pppQ/1q1b4/3P4/B5R1/P1r2PPP/5RK1 w - - 6 24,g3g6 h7g6 h6h8,1168,우위 잡기
1ELIt,8/7k/1p6/p1bq4/P2p1rBP/1P1R3K/2P3Q1/8 b - - 1 41,d5g2 h3g2 f4g4,1168,어트랙션
32u5K,5rk1/r1P2ppp/2p5/3p1R2/1p1Pn3/1N2P3/6PP/5RK1 w - - 3 26,f5f7 f8c8 f7f8 c8f8 f1f8 g8f8 c7c8q,1168,어트랙션
3bv2K,5r2/p1p3k1/1p1p1rpp/4p3/2P4P/P3Q1Pq/1P3P1N/3RR1K1 b - - 3 27,f6f2 e3f2 f8f2 g1f2 h3h2,1168,어트랙션
06a65,r1bq1rk1/pp5p/2npp1p1/8/7Q/2NBKN2/PPP3PP/R6R b - - 1 14,f8f3 g2f3 d8h4,1168,결정적 우위
0VgKX,r4rk1/1b3ppp/p2qp3/8/2p5/1P1B4/P4PPP/R2QR1K1 w - - 0 17,d3h7 g8h7 d1d6,1168,디스커버드 어택
1wikG,2r2rk1/1p2b2p/p3p1P1/1b1pq2P/3n4/3QNN2/PP2BKR1/R7 w - - 1 26,g6h7 g8h8 g2g8,1168,더블 체크
CzAwH,2r5/p7/1p6/3Pp2p/1bPpNkp1/3B1P2/4K1PP/8 w - - 0 44,g2g3 f4f5 e4d6,1168,더블 체크
KO4rv,6k1/p4p2/2p3N1/3p1n1p/8/1P1P2RP/r4PP1/6K1 w - - 1 27,g6e7 g8f8 e7f5,1168,더블 체크
06yez,r2k1b1r/pp1b1Bpp/2n5/3Qp1q1/8/3P1N2/PP2PP1P/RN2K2R b KQ - 4 12,g5c1,1168,메이트 1수
01NfS,3rk2r/pp2bppp/2pQ4/2Bn4/6P1/3P4/PPP4P/1K2R1Nq w k - 4 20,e1e7 d5e7 d6e7,1168,메이트 2수
01awh,3r3k/p3Q1pp/8/8/2p2q1n/2B2p2/PP3P1P/1K4NN b - - 0 27,d8d1 b1c2 f4c1,1168,메이트 2수
08jRp,r4r2/1pp1N1k1/3p3p/3Pq1p1/2P1Qp2/P6P/4BPPK/8 w - - 4 26,e4g6 g7h8 g6h6,1168,메이트 2수
099qG,1r3r1k/ppp3pp/6p1/3Q4/8/2P1PPq1/PP4P1/2KR3R w - - 1 20,h1h7 h8h7 d1h1 g3h2 h1h2,1168,메이트 3수
0JLwd,3r1rk1/ppp3np/7R/3qpp2/8/1PPB4/P5PP/R2Q2K1 w - - 0 19,d3c4 d5c4 b3c4 d8d1 a1d1,1168,핀
0V72x,2kr1b1r/1p1q1ppp/p1n5/2p5/2PpQ3/N2B1P2/PP1B1P1P/R3K2R b KQ - 5 16,d8e8 e1c1 e8e4,1168,핀
2Ass0,r1bq1r2/6kp/p1pp2p1/4b1P1/2B1Pp2/2N5/PPPQ4/R3K2R w KQ - 2 19,h1h7 g7h7 d2h2 c8h3 h2h3 h7g7 h3h6,1168,희생
3Sw2k,1r4k1/5p1p/2p1p1p1/p7/q1PQ4/1P1R1P2/1K4PP/8 w - - 0 31,d4d8 b8d8 d3d8 g8g7 b3a4,1168,희생
0oocf,r2q1rk1/1Q3pbp/4p1p1/8/p2P1P2/4PR2/PB4PP/2R3K1 b - - 0 18,a8b8 b7c6 b8b2,1168,스큐어
3J31e,8/1pp1k3/p2p3p/4p1p1/1P2P3/1P1PB1R1/2P2KPq/8 w - - 0 34,g3h3 h2h3 g2h3,1168,갇힌 기물
1S7xf,8/8/6RP/3p2K1/3kp1P1/5r2/8/8 w - - 0 50,h6h7 f3h3 g6h6 h3h6 g5h6,1169,전진한 폰
07twY,3r1rk1/ppp2ppp/2n2q2/2b2b2/4Q3/2P2N2/PPB2PPP/R1B1R1K1 w - - 5 15,e4f5 f6f5 c2f5,1169,우위 잡기
0HMDk,r1bq1rk1/pp2n1p1/4p2p/3p4/3PBN2/5N2/PP3PPP/R2Q1RK1 b - - 0 16,d5e4 f3e5 f8f4,1169,우위 잡기
4Uiuw,6k1/1R3p2/p2r1pbp/8/2B5/3p4/PP3PPP/4K3 b - - 1 28,d3d2 e1d1 g6c2 d1c2 d2d1q,1169,어트랙션
0C8H7,8/5ppp/4P3/1p1p1K1P/k2P2P1/P7/8/8 b - - 0 33,f7e6 f5e6 a4a3 e6d5 b5b4,1169,결정적 우위
0ALPr,r1b4Q/p6p/1kpp4/1p2n3/5B2/1B6/Pq3PPP/3R1RK1 b - - 0 25,e5f3 g2f3 b2h8,1169,디스커버드 어택
0BSfe,r3q3/pp1k4/6p1/3p1n2/2pP2Q1/2P5/PP1N2PP/R5K1 b - - 1 21,e8e3 g1h1 e3d2,1169,포크
1ARSH,r1r5/3kp3/q2pnNp1/p7/Ppp5/1P1RQP2/2P2P1P/2KR4 b - - 1 27,e7f6 d3d6 a6d6 d1d6 d7d6,1169,매달린 기물
00LPw,1rb4r/pp1nb1pp/6k1/3np3/2q1P3/2N2Q2/PPP2PPP/R1B1K2R w KQ - 0 13,f3f5,1169,메이트 1수
038La,5k1r/1p3ppp/1p4b1/n2P2B1/1P4P1/P2B1P2/3r3P/1K1R3R b - - 6 26,g6d3 b1a1 a5b3,1169,메이트 2수
08agz,1k5r/p6r/Qp1p4/1P1qp3/3n2B1/5N1P/2R3K1/8 w - - 1 38,c2c8 h8c8 a6c8,1169,메이트 2수
09j55,4R3/p1pr2pk/1p3p1p/1P4b1/q7/5Q1P/6P1/7K w - - 0 36,f3f5 g7g6 f5d7,1169,메이트 2수
074BS,3r1r1k/1b3pR1/p3pqn1/1p1p2Rp/4P3/8/PPPQB2P/7K w - - 4 28,g5h5 h8g7 d2h6 g7g8 h6h7,1169,메이트 3수
0PT3g,7k/5Qpp/8/2p5/8/4q3/PP1r3P/1K3R2 b - - 9 33,e3d3 b1a1 d2d1 f1d1 d3d1,1169,메이트 3수
1Gyn1,8/8/7p/2pk4/5KP1/1P6/8/8 b - - 8 55,d5d4 f4f5 d4c3 f5g6 c3b3 g6h6 c5c4 g4g5 c4c3 g5g6 c3c2 h6h7 c2c1q,1169,승격
1nraB,6k1/p2p1ppp/1prPr1q1/3Q4/2P5/8/P4PPP/2RR2K1 w - - 1 25,d5c6 d7c6 d6d7,1169,희생
0FUt1,2r5/pp1b2k1/4p2R/8/3pB2P/8/PP4P1/7K w - - 1 34,h6h7 g7f6 h7d7,1169,스큐어
0fJMQ,8/3P4/4KR2/p4P1p/1b5P/6P1/1k2b3/8 b - - 0 55,e2c4 e6e5 b4c3 e5d6 c3f6,1169,스큐어
1Su1m,6k1/5p2/6p1/3PQq1p/2Pp1P2/7P/6PK/8 b - - 1 36,f5e5 f4e5 d4d3 h2g1 d3d2,1170,전진한 폰
0LKrj,1r1k1b1r/5ppp/p1qp1p2/2B5/N1P5/1Q6/PP3PPP/R4RK1 b - - 1 19,b8b3 a2b3 d6c5,1170,우위 잡기
1vcKi,8/1K5p/2Q2kp1/4R3/2q2P2/6PP/2p5/8 b - - 1 52,c4c6 b7c6 c2c1q,1170,어트랙션
0N2ln,6k1/5p2/4pPp1/2NpP1P1/3P4/q5Q1/P3R1K1/1r6 b - - 3 54,b1g1 g2g1 a3g3,1170,디플렉션
0Z6tF,3r4/p1p1kp2/1p4pB/2b4p/8/4P1P1/P4P1P/3R2K1 w - - 1 25,h6g5 f7f6 g5f6 e7f6 d1d8,1170,디플렉션
09mu0,r1bBr1k1/1pp2p2/2np4/p7/1bBPn3/P1N4P/1P3PP1/R2QK2R b KQ - 0 15,e4c3 e1f1 c3d1,1170,디스커버드 어택
0KQx0,5r2/4bkpQ/p2p2q1/1p2p1B1/2n1P3/PN6/2P1KP2/6R1 w - - 14 33,h7g6 f7g6 g5e7,1170,디스커버드 어택
23cgS,2kr4/p4Rpp/2rb4/P7/8/4PN2/3K1PPP/7R b - - 0 29,d6b4 d2e2 c6c2,1170,더블 체크
9UtmQ,r3kb1r/pppq1pp1/2n3bp/8/3PN1PP/8/PPP1Q3/R1B1KB1R w KQkq - 1 13,e4f6 e8d8 f6d7,1170,더블 체크
Gewt0,r3kb1r/2q2pp1/2n4p/3pP2P/1pp2BB1/6Q1/PPP2PP1/1K2R3 w kq - 0 19,e5e6 c7a7 e6f7,1170,더블 체크
LKgPm,6rk/2Q3pp/7q/8/8/2N4n/PPP3P1/5R1K b - - 1 26,h3f2 h1g1 h6h1 g1f2 g8f8,1170,더블 체크
SFHGa,7k/7p/p1Pq2p1/1p6/8/P1N1rBnP/1P1Q2PK/3R4 b - - 13 42,g3f1 h2g1 f1d2,1170,더블 체크
0Ad8H,r2q1rk1/1b3pp1/pp1bp1p1/6N1/3P1B2/1B5P/PP3PP1/2RQR1K1 b - - 0 20,d6f4 g5e6 f7e6,1170,포크
01QId,8/2Q2pk1/1Pq3p1/8/4RKP1/4RP1P/P7/6r1 b - - 10 43,c6f6,1170,메이트 1수
07eS5,6k1/5pp1/2P4p/8/4P3/2R2P2/3r3r/2R2K2 b - - 0 43,h2h1,1170,메이트 1수
04dTc,q5k1/8/3p2Np/3P2pP/1pQ1Pp2/1Pn2P2/2P5/2K5 b - - 4 38,a8a1 c1d2 a1d1,1170,메이트 2수
09CEu,2kr4/5p1p/6pP/1qp2pP1/8/p1P1Q3/P7/K2NR3 b - - 1 42,d8d1 e1d1 b5b2,1170,메이트 2수
0PL8a,3r2k1/1pp3pp/2p5/p2r4/3P4/5Q2/q1P5/2K1NR2 w - - 1 29,f3f7 g8h8 f7f8 d8f8 f1f8,1170,메이트 3수
1LWEQ,4nr1k/r1b1NBpp/pp6/2p5/4Pq2/1Q1K1P2/P7/1R4R1 w - - 1 34,e7g6 h7g6 g1h1 f4h6 h1h6,1170,희생
4xYTq,r7/P1k3pp/2N1n3/1P1p4/3p4/6P1/7P/1R4K1 w - - 1 38,b5b6 c7c6 b6b7,1170,희생
2bTzW,r2qk1r1/5ppp/p1pp1b2/2p1pP1N/4P1Q1/3P3P/PPP3P1/R1B3K1 w q - 4 17,h5f6 d8f6 c1g5 f6g5 g4g5,1170,갇힌 기물
0Erv8,r2q1rk1/pp3ppp/2p1b3/2N5/2QP4/4nN2/PP3PPP/2R2RK1 w - - 4 17,c5e6 e3c4 e6d8,1171,우위 잡기
0JyFM,8/8/2B5/1b2kpp1/8/6P1/1r3PK1/3R4 w - - 2 42,d1d5 e5e6 d5b5,1171,우위 잡기
E161i,r1b1k2r/ppBp1ppp/8/8/8/1N6/P4PPP/b4RK1 w kq - 0 18,f1e1 a1e5 e1e5 e8f8 c7d6 f8g8 e5e8,1171,백랭크 메이트
So4xH,r2r1bk1/5p2/5P1p/p3N3/1p2R3/1B6/1PP2RPP/6K1 b - - 0 25,d8d1 f2f1 f8c5 e4d4 c5d4 g1h1 d1f1,1171,백랭크 메이트
lCYlI,1k1r3r/pp6/5q2/1P2pppp/2Q1b3/2R5/P5PP/2R4K w - - 3 29,c4c7 b8a8 c7c8 d8c8 c3c8 h8c8 c1c8,1171,백랭크 메이트
0U6ZG,8/pp5k/2p3p1/3r3p/3Pp2q/1P2P3/P3QPK1/2R3R1 b - - 1 35,d5g5 g2f1 h4h3 f1e1 g5g1,1171,디플렉션
00u3h,8/2p2r1p/1p4pk/p2PQ3/2P3P1/1P1q1B1P/P1n3K1/8 w - - 8 42,g4g5,1171,메이트 1수
070ry,8/4kp2/2KN3R/2P5/1r5P/8/7r/8 w - - 7 44,d6f5 e7f8 h6h8,1171,메이트 2수
0XIUw,r4bk1/ppp3pp/3pp3/8/3PP1n1/4B1Nq/PPP2Q2/5RK1 w - - 0 22,f2f7 g8h8 f7f8 a8f8 f1f8,1171,메이트 3수
07eR9,3r2k1/5pp1/pp2p2p/1q1r4/4N1R1/1P2PQ2/P3nPPP/R6K w - - 8 27,e4f6 g8f8 f6d5,1171,핀
3d8ZH,6k1/5p2/4p1p1/7r/6R1/3p1PQ1/2rq2P1/4R1K1 w - - 0 38,g4g6 f7g6 g3g6,1171,희생
0EGlr,8/8/1K1k2p1/1pp3P1/1P6/P7/8/8 b - - 1 53,c5c4 b6b5 c4c3 b5c4 c3c2,1172,전진한 폰
1IpTi,8/8/3P3p/2k1p1p1/8/1p1p1P2/6PP/2K5 w - - 1 48,d6d7 d3d2 c1d2 b3b2 d2c2,1172,전진한 폰
1NIjP,r7/8/PK3p2/8/R5p1/2P2k2/8/8 w - - 0 52,b6b7 a8g8 a6a7,1172,전진한 폰
08WSd,3r2k1/5pp1/7p/p1R1P3/5P2/P5Pb/6BP/6K1 b - - 2 29,d8d1 g1f2 d1d2,1172,우위 잡기
0IJp5,1r2n1k1/4Q2p/2b2pp1/6B1/p1P1P3/2NP4/6PP/1q4K1 w - - 0 33,c3b1 b8b1 g1f2,1172,우위 잡기
0Cill,r1b2r2/2q2pk1/p3pb2/1p1p1PpQ/8/8/PPP3PP/R1BR2K1 w - - 0 22,c1g5 f8h8 g5f6 g7f6 h5h8,1172,어트랙션
7jOhW,r6r/3nk1pp/bp3p2/3Q4/p2Pp3/4P1q1/PPBNN1P1/R4K1R b - - 2 20,a6e2 f1e2 g3g2 e2d1 g2h1,1172,어트랙션
hDY48,N1rk4/pQ1b1p1p/3p4/1BbR1q2/5p2/5PB1/PPP3PP/2K1R3 b - - 2 23,c5e3 c1b1 f5c2 b1a1 c2c1 e1c1 c8c1,1172,백랭크 메이트
0KSLg,4r1kr/p2nq3/2Q4p/1p1p1R2/3P4/8/PP3PP1/5RK1 w - - 0 32,c6g6 e7g7 g6e8,1172,디플렉션
FZ50c,4Qn1k/1r4p1/p2pbq1P/1pp1p3/4P3/P2PB3/1PP2P2/2K4R w - - 2 26,h6g7 h8g7 e3h6 f6h6 h1h6,1172,더블 체크
02FQ8,4r3/2p2rk1/3n4/6p1/4pqP1/6N1/2Q2PB1/4R1K1 w - - 7 43,g3h5 g7f8 h5f4,1172,포크
0QAiN,r4rk1/ppqb1ppp/2n1p3/2bpPn2/N7/5NP1/PPP1QPBP/R1B2RK1 w - - 7 12,a4c5 c6d4 f3d4,1172,매달린 기물
07T43,8/5Qpk/p6p/1p1Pp3/1qR1P3/4BP2/P5PP/6K1 b - - 0 29,b4e1,1172,메이트 1수
00sw5,3r2k1/1p3pp1/pq1b3p/3P4/P7/3Q1N2/1r3PPP/1R1R2K1 b - - 1 23,b6f2 g1h1 f2g2,1172,메이트 2수
07YH3,7k/p4p1p/4rp2/4q3/3Q4/1P6/P4PPP/3R1K2 b - - 6 28,e5e2 f1g1 e2e1 d1e1 e6e1,1172,메이트 3수
0HJg6,5rk1/1r2qppp/p3p3/1p2b3/1P2N3/P2RP3/1B2QPP1/2R4K b - - 0 24,e7h4 h1g1 h4h2 g1f1 h2h1,1172,메이트 3수
0oFQ4,8/5p2/pKPk1p2/6p1/6P1/3n1P2/8/8 w - - 1 45,c6c7 d6d7 b6b7 d3c5 b7b8 d7d6 c7c8q,1172,승격
0Qpa2,8/p7/1p6/1PpPbk1p/2B3bB/1P6/5K2/8 w - - 4 46,c4d3 f5f4 h4g3 f4g5 g3e5,1172,스큐어
0sNg3,8/p4p2/2B2k2/2P2b2/1p3n2/4R3/Pr6/3K1R2 b - - 1 37,b2b1 d1d2 b1f1,1172,스큐어
2cBxa,r3k2r/pppb1ppp/2nb4/4p1N1/8/3P3P/PPPBBPq1/R2QK2R w KQkq - 0 11,e2f3 g2h1 f3h1,1172,갇힌 기물
6YClP,r2qk1nr/1pp1bpQ1/p2p2bp/8/4P3/2N4P/PPP1BPP1/R1B1R1K1 b kq - 0 13,e7f6 g7h8 f6h8,1172,갇힌 기물
0sOcM,8/3b2p1/1p1k2P1/p1p1pP2/2P1B3/PP2K3/8/8 w - - 0 44,f5f6 g7f6 g6g7,1173,전진한 폰
0xmjy,8/4kp2/4p3/1K2P1R1/Pp3P2/6P1/r7/8 b - - 0 40,b4b3 g5h5 b3b2 h5h1 a2a1,1173,전진한 폰
1APTE,8/p6p/1pp1Pkp1/5P2/5RP1/P2r1NK1/4r2P/8 w - - 3 38,g4g5 f6g7 f5f6 g7f8 e6e7,1173,전진한 폰
1OMJY,r4rk1/pp2b1pp/6b1/1Pp1PpP1/P1Pp1P2/2NB3P/1q1B2K1/R3QR2 b - - 0 21,d4c3 f1f2 c3d2,1173,전진한 폰
0CiKZ,1r1r2k1/3R1p1p/5p2/8/3p4/1b6/3N1PPP/2R3K1 w - - 2 26,d7d8 b8d8 d2b3,1173,우위 잡기
0D7pr,7r/2p3n1/4p2p/6p1/2kPR3/6P1/1P1B1PKP/8 b - - 0 33,c4d3 e4e5 d3d2,1173,우위 잡기
WtKtK,2r5/3bk2p/p1r1p1p1/5q2/3Q4/4P3/PPP1B2P/1K1R1R2 b - - 1 23,f5c2 b1a1 c2c1 d1c1 c6c1 f1c1 c8c1,1173,백랭크 메이트
053Uv,8/p5pp/1p1R4/1P1P4/1P6/2K1k3/3r4/8 w - - 3 45,d6e6 e3f4 c3d2,1173,디플렉션
0EYug,3r4/8/4p2p/5ppk/4q3/5R1P/4Q2K/8 w - - 2 53,f3e3 h5g6 e3e4,1173,디스커버드 어택
Ae04x,r4rk1/1pp2pp1/p6B/2q5/3n4/3B2Q1/PP4PP/R4RK1 b - - 0 19,d4e2 g1h1 e2g3,1173,더블 체크
0BqfF,5k2/3pp3/p5p1/qp3p2/3PbQ2/PK6/2rB2PP/3R1R2 b - - 1 25,a5a4,1173,메이트 1수
043Mi,4Q3/5rk1/b1p5/3qp3/1p3pP1/1P3n2/KP6/7R w - - 2 37,e8h8 g7g6 h8h6,1173,메이트 2수
0GmRR,1n1qk3/1p3p2/2p2p1B/4P3/7P/1bP3N1/1P1Q1P1P/K3R3 b - - 0 25,d8a5 a1b1 a5a2 b1c1 a2a1,1173,메이트 3수
0V357,6r1/pp3k2/1bb1pB1Q/4Pp2/2P5/8/PP4PP/3q1B1K w - - 0 33,h6h7 g8g7 h7g7 f7e8 g7e7,1173,메이트 3수
0Cyrz,6k1/p6p/bp4p1/2p1Pp2/2q2P2/P1Q5/6PP/3B2K1 w - - 0 32,d1b3 c4f7 b3f7,1173,핀
0MS0Q,6r1/3p4/p3p1n1/P1k2p2/Rp3P2/1B1P1KPr/1PP3R1/8 b - - 6 40,g6h4 f3f2 h4g2,1173,핀
0NTUx,1Q1R1rk1/4qppp/8/8/8/p6P/r5P1/3R3K w - - 0 31,d8f8 e7f8 d1d8 a2a1 h1h2,1173,핀
0TCqE,r3nrk1/1pqbbpp1/p2pp2p/4P3/3N4/BPN5/P1PQ2PP/2KR1B1R b - - 0 15,e7g5 d2g5 h6g5,1173,핀
0lwzF,1R6/8/8/5p2/8/pp2R1K1/1kb5/8 b - - 3 67,a3a2 g3f4 a2a1q,1173,승격
048Un,6k1/6p1/8/Q4K2/P4P2/6P1/8/3q4 b - - 6 44,d1h5 f5e4 h5a5,1173,스큐어
0blTl,2r5/6k1/p1R5/3P2P1/5P2/1Pp2K2/P7/8 b - - 2 55,c8c6 d5c6 c3c2,1174,전진한 폰
06Kp8,3R1b1r/2P2kp1/5p1p/Q1P1p3/8/7P/6P1/2q3NK b - - 0 39,f8c5 a5c5 c1c5 d8h8 c5c7,1174,우위 잡기
1Zuh6,2b1r3/p1Q3pp/1p3k2/8/8/B7/P4PPP/RN2NK2 b - - 4 22,c8a6 c7c4 a6c4 e1d3 c4d3 f1g1 e8e1,1174,백랭크 메이트
TgOqm,3rr1k1/pp4pp/4p1p1/1q4P1/1P3Q2/n5P1/2P2RPK/5R2 w - - 0 28,f4f7 g8h8 f7f8 e8f8 f2f8 d8f8 f1f8,1174,백랭크 메이트
mDvw2,3r2k1/p4ppp/1pQ5/4p3/1P6/P3PNN1/5PPP/2n3K1 b - - 0 27,d8d1 f3e1 d1e1 g3f1 c1e2 g1h1 e1f1,1174,백랭크 메이트
0NMuW,6r1/4kpb1/p3p2p/1p6/3q2P1/1P3R1P/P1Q3K1/8 w - - 2 46,c2c7 d4d7 f3f7 e7f7 c7d7,1174,디플렉션
03Cgx,N4k1r/pp2nppp/3p2q1/8/4Pb2/2P2n1b/PP3PPP/RN1Q1R1K w - - 0 15,d1f3 g6g2 f3g2 h3g2 h1g2,1174,포크
07jVz,8/1p3kpp/pR6/P5b1/1P3p2/2P5/3rK1PP/8 w - - 0 38,e2d2 f4f3 d2e1,1174,매달린 기물
0hvxs,8/8/8/8/7k/6n1/5KRq/8 w - - 2 74,g2h2 h4g4 h2g2 g4f4 g2g3,1174,매달린 기물
01Xg6,B2Qnk1r/p1p2pp1/6q1/2b5/1P3B2/2P2Np1/P3P2P/R4R1K b - - 0 19,g3g2,1174,메이트 1수
05t5o,8/8/8/p1R3P1/8/1P3k2/r6P/6K1 b - - 0 39,a2a1 c5c1 a1c1,1174,메이트 2수
05HEv,5rk1/ppR5/6p1/2p1p3/2P1P1K1/3P1r2/PP6/3R4 b - - 2 39,f8f4 g4g5 f3g3 g5h6 f4h4,1174,메이트 3수
0IMmC,7r/5R2/p1k1p3/n5p1/4N2b/P7/1PP1B1PK/3R4 b - - 0 30,h4f2 f7h7 h8h7 e2h5 h7h5,1174,메이트 3수
0VnF4,r4r2/p1pq3k/7p/2R1Q3/P2P4/4PbP1/5P1P/R5K1 w - - 11 26,c5c7 d7c7 e5c7,1174,핀
07lMV,2R5/5kpp/8/1K6/1P6/p1p4P/8/8 b - - 1 40,a3a2 c8c3 a2a1q,1174,승격
0imJx,8/8/8/5pKP/6p1/6k1/8/8 w - - 0 59,h5h6 g3f2 h6h7 g4g3 h7h8q,1174,승격
0pUjZ,8/8/1p4p1/1p2p3/1P2P1KP/Pk6/8/8 w - - 4 48,g4g5 b3a3 g5g6 a3b4 h4h5 b4a3 h5h6 b5b4 h6h7 b4b3 h7h8q,1174,승격
1Bz2K,6k1/8/3p3p/1P1P4/6Q1/P3p2q/7N/7K b - - 0 43,h3g4 h2g4 e3e2 h1g2 e2e1q,1174,승격
2cWbl,5r2/5p1R/p1p1p2p/2p1Pk2/2P2P1P/5K2/P1P5/8 b - - 1 31,f5g6 h4h5 g6h7,1174,갇힌 기물
6nAyU,r1b2rk1/p2ppp1p/2p3p1/8/2P5/1PQ1P3/q4PPP/2R1KB1R w K - 0 14,c1a1 a2a1 c3a1,1174,갇힌 기물
0MCNd,8/7p/6k1/p4pP1/PPp2K1P/8/1P6/8 b - - 0 54,a5b4 a4a5 c4c3 b2c3 b4c3 a5a6 c3c2,1175,전진한 폰
0Crww,8/7p/6p1/p4p1k/2P1bq2/1P3NPP/P4Q1K/8 b - - 0 43,f4f3 f2f3 e4f3,1175,우위 잡기
0IfAy,1r3k2/p5pp/8/8/1P1P4/P3QPqP/2R3P1/6K1 b - - 0 34,b8e8 e3d2 e8e1 d2e1 g3e1,1175,우위 잡기
0bw7C,8/ppp4P/4kb2/4p3/4P3/6PK/Pr6/5R2 w - - 0 31,f1f6 e6f6 h7h8q,1175,어트랙션
0AYeM,3k4/2qb4/p2ppp2/Q7/1p2P3/5P2/PP2r3/K2N2R1 w - - 2 30,g1g8 d7e8 g8e8 d8e8 a5c7,1175,디플렉션
1mhsz,8/7k/4p1rp/p1Q1P3/2P2qp1/5P2/P4P1P/5KR1 b - - 1 34,f4c1 f1g2 g4f3,1175,더블 체크
QO0Ub,rnb1r3/pp3pbk/6p1/2Pp2qP/8/2NBP3/PP3PP1/R2QK2R w KQ - 1 14,h5g6 h7g8 g6f7,1175,더블 체크
0Aike,4rk2/pp3pp1/1np4p/3N4/1b1P3P/6P1/PPB1RP2/2B3K1 b - - 0 24,e8e2 d5b4 e2e1 g1g2 e1c1,1175,포크
0D39x,8/8/PkB5/8/7b/6p1/6K1/8 b - - 0 53,b6c6 a6a7 c6b7 a7a8q b7a8,1175,매달린 기물
01Yqt,8/2p5/3b2kp/3p2p1/P3p1KP/1P2R3/1B4P1/8 b - - 0 36,h6h5 g4h3 g5g4,1175,메이트 2수
098id,6rk/1p4qp/p3Bp2/3Q4/1P3P2/P7/5b1P/5R1K b - - 1 37,g7g1 f1g1 g8g1,1175,메이트 2수
0D41B,4r1k1/pp3ppp/8/2P5/qbQP4/6rP/1B2p1P1/2R2R1K w - - 0 28,c4f7 g8h8 f7f8 e8f8 f1f8,1175,메이트 3수
0Ht9g,2r2bk1/1b1Q1p1p/4p1pP/6q1/1r6/8/5Rp1/3R2K1 w - - 0 40,d7f7 g8h8 f7f8 c8f8 f2f8,1175,메이트 3수
0VS7x,6k1/6p1/2pb2N1/1p5P/p2PQ3/2P4K/1P4p1/q7 w - - 0 31,e4e8 d6f8 e8f8 g8h7 f8h8,1175,메이트 3수
0xuZL,5b2/6pp/8/1PPpBp2/3P4/p1K2P1P/k5P1/8 b - - 0 36,a2b1 c3b4 a3a2 b5b6 a2a1q,1175,승격
3z9Bn,8/1p4pp/1Pn1kp2/P1Rpp3/1pb3P1/4KP2/7P/2N5 w - - 3 33,c5c6 b7c6 b6b7,1175,희생
2xKub,5r2/7k/8/5pR1/4p1p1/4P1P1/5PK1/8 b - - 9 56,h7h6 g5f5 f8f5,1175,갇힌 기물
5UBSa,rn2kbnr/ppq2ppp/8/5b2/8/5N2/PPPPP1PP/RNBQKB1R b KQkq - 1 5,f5c2 d1c2 c7c2,1175,갇힌 기물
04KYy,2r3k1/5p2/p3p1pP/PprpN2n/3R3P/2N1RP1K/2P5/8 b - - 3 27,c5c3 e3c3 c8c3,1176,우위 잡기
4XD7M,8/r1Nnk3/p1Qp1p2/1q1P1P2/4PP1p/1P4bB/P7/1K4R1 b - - 0 32,b5d3 c6c2 d3c2 b1c2 a7c7,1176,어트랙션
